,District,1. Population (female) age 6+ years who ever attended school (%),4. Sex ratio at birth for children born in the last five years (females per 1000 males),7. Households with an improved drinking-water source1 (%),8. Households using improved sanitation facility2 (%),9. Households using clean fuel for cooking3 (%),10. Households using iodized salt (%),12. Women who are literate (%),13. Men who are literate (%),14. Women with 10 or more years of schooling (%),15. Women age 20-24 years married before age 18 years (%),19. Any modern method (%),25. Total unmet need (%),30. Mothers who had at least 4 antenatal care visits (%),32. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),40. Institutional births (%),47. Children age 12-23 months fully immunized (BCG measles and 3 doses each of polio/DPT) (%),53. Children age 9-59 months who received a vitamin A dose in last 6 months (%),62. Children under age 3 years breastfed within one hour of birth8 (%),65. Breastfeeding children age 6-23 months receiving an adequate diet9 10 (%),67. Total children age 6-23 months receiving an adequate diet9 10 (%),68. Children under 5 years who are stunted11 (%),72. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),73. Men whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),74. Women who are overweight or obese (BMI >=25.0 kg/m2) (%),75. Men who are overweight or obese (BMI >=25.0 kg/m2) (%),76. Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79. All women age 15-49 years who are anaemic (%),80. Men age 15-49 years who are anaemic (<13.0 g/dl) (%),State,Region,Zone
1050,Mansa,low,high,high,high,medium,medium,medium,medium,medium,low,high,low,medium,medium,high,high,medium,low,low,medium,low,medium,medium,high,medium,medium,medium,medium,PB,Rural,Northern Zone
1052,Patiala,high,medium,high,high,high,high,high,high,high,low,high,low,high,high,high,high,high,low,high,high,low,low,low,high,high,low,low,low,PB,Urban,Northern Zone
1053,Patiala,medium,medium,high,high,high,medium,high,high,high,low,high,low,medium,medium,high,high,high,medium,medium,medium,low,low,low,high,high,medium,low,medium,PB,Rural,Northern Zone
1056,Amritsar,medium,high,high,high,high,high,medium,low,high,low,high,low,high,high,high,high,medium,medium,medium,medium,low,low,low,high,high,low,medium,medium,PB,Rural,Northern Zone
1058,Tarn Taran,medium,high,high,high,high,high,medium,low,high,low,high,low,medium,high,high,high,high,low,low,low,low,low,medium,high,high,medium,medium,high,PB,Rural,Northern Zone
1060,Rupnagar,high,medium,high,high,high,medium,high,high,high,low,high,medium,high,high,high,high,high,low,medium,low,low,low,medium,high,medium,high,high,medium,PB,Rural,Northern Zone
1062,Sahibzada Ajit Singh Nagar,high,low,high,high,high,high,high,high,high,low,medium,low,high,high,high,high,low,medium,high,medium,low,low,low,high,high,medium,medium,low,PB,Urban,Northern Zone
1063,Sahibzada Ajit Singh Nagar,high,medium,high,high,high,high,high,medium,high,low,high,low,high,high,medium,high,high,medium,low,low,low,low,high,high,high,high,high,high,PB,Rural,Northern Zone
1065,Sangrur,medium,low,high,high,high,low,medium,medium,high,low,high,medium,medium,medium,high,high,medium,low,low,medium,low,low,low,high,high,medium,medium,medium,PB,Rural,Northern Zone
1070,Ganganagar,medium,low,medium,high,medium,medium,medium,medium,medium,medium,high,low,medium,medium,high,high,medium,low,medium,low,low,medium,low,medium,high,low,low,low,RJ,Rural,Northern Zone
1072,Hanumangarh,low,high,medium,medium,medium,medium,medium,medium,medium,medium,high,low,low,low,medium,medium,low,low,low,low,medium,medium,low,medium,medium,low,low,low,RJ,Rural,Northern Zone
1074,Bikaner,high,high,high,high,high,low,high,medium,high,medium,high,low,medium,low,medium,medium,low,low,low,low,low,medium,medium,high,medium,medium,low,low,RJ,Urban,Northern Zone
1075,Bikaner,low,high,low,medium,low,low,low,low,low,high,high,low,low,low,low,medium,low,low,low,low,medium,medium,medium,medium,medium,low,low,low,RJ,Rural,Northern Zone
1077,Churu,low,medium,low,high,low,low,low,low,medium,high,medium,medium,low,low,medium,medium,low,medium,medium,low,medium,high,high,medium,low,low,low,low,RJ,Rural,Northern Zone
1079,Jhunjhunun,low,medium,medium,high,high,medium,medium,high,high,medium,high,medium,medium,medium,high,high,medium,low,low,low,medium,medium,medium,medium,medium,low,low,low,RJ,Rural,Northern Zone
1081,Alwar,low,low,high,medium,low,low,low,high,medium,high,high,medium,low,low,medium,low,low,low,low,low,high,medium,low,medium,medium,medium,low,low,RJ,Rural,Northern Zone
1083,Bharatpur,low,high,low,medium,low,low,low,medium,low,high,medium,high,low,low,medium,low,low,medium,high,medium,high,medium,high,medium,medium,medium,low,low,RJ,Rural,Northern Zone
1085,Dhaulpur,low,medium,medium,low,low,low,low,medium,low,high,medium,medium,low,low,medium,medium,low,medium,low,low,high,high,medium,low,low,low,medium,low,RJ,Rural,Northern Zone
1087,Karauli,low,medium,low,low,low,low,low,medium,low,high,medium,medium,low,low,medium,low,low,medium,low,low,high,high,high,low,low,medium,low,low,RJ,Rural,Northern Zone
1089,Sawai Madhopur,low,low,low,medium,low,low,low,medium,low,high,medium,medium,low,low,medium,low,low,low,low,low,medium,high,high,low,medium,low,low,low,RJ,Rural,Northern Zone
1091,Dausa,low,medium,medium,medium,low,low,low,high,medium,high,medium,medium,low,low,high,low,low,low,low,low,medium,high,medium,low,low,low,low,low,RJ,Rural,Northern Zone
1093,Jaipur,high,low,medium,high,high,medium,high,high,high,medium,high,medium,high,high,high,low,medium,low,low,low,medium,low,low,high,high,low,low,low,RJ,Urban,Northern Zone
1094,Jaipur,low,medium,medium,medium,medium,medium,low,high,medium,high,high,medium,medium,medium,high,medium,low,low,low,low,medium,medium,high,medium,medium,low,low,low,RJ,Rural,Northern Zone
1096,Sikar,low,medium,medium,medium,medium,low,medium,high,medium,medium,high,medium,medium,low,high,medium,low,low,medium,medium,low,medium,medium,medium,medium,low,low,low,RJ,Rural,Northern Zone
1098,Nagaur,low,low,low,medium,medium,low,low,low,low,high,medium,medium,medium,low,high,low,low,low,medium,medium,medium,medium,medium,medium,medium,medium,low,low,RJ,Rural,Northern Zone
1100,Jodhpur,high,medium,high,high,high,high,high,high,high,medium,high,low,medium,medium,high,medium,medium,medium,medium,medium,medium,low,low,high,high,medium,low,medium,RJ,Urban,Northern Zone
1101,Jodhpur,low,low,low,medium,medium,low,low,medium,low,high,medium,medium,low,low,low,low,low,low,low,low,medium,medium,medium,medium,medium,high,medium,low,RJ,Rural,Northern Zone
1103,Jaisalmer,low,low,low,medium,low,low,low,low,low,high,medium,medium,low,low,low,low,low,low,low,low,medium,medium,medium,low,low,low,low,low,RJ,Rural,Northern Zone
1105,Barmer,low,medium,low,low,low,low,low,low,low,high,low,medium,low,low,low,low,low,low,low,low,medium,medium,high,low,medium,medium,low,medium,RJ,Rural,Northern Zone
1107,Jalor,low,medium,low,medium,medium,high,low,low,low,high,medium,medium,low,medium,medium,low,low,low,low,low,high,high,high,low,low,high,high,high,RJ,Rural,Northern Zone
1109,Sirohi,low,high,medium,medium,medium,medium,low,low,low,high,medium,medium,low,medium,medium,low,low,low,medium,medium,high,high,high,low,low,high,high,high,RJ,Rural,Northern Zone
1111,Pali,low,medium,low,medium,medium,medium,low,high,low,high,medium,medium,medium,low,medium,medium,low,low,low,low,high,high,medium,medium,medium,medium,medium,low,RJ,Rural,Northern Zone
1113,Ajmer,high,low,high,high,high,high,high,high,high,low,high,low,medium,low,high,high,low,low,low,low,low,medium,low,high,high,medium,medium,low,RJ,Urban,Northern Zone
1114,Ajmer,low,low,low,high,medium,medium,low,low,low,high,high,low,medium,low,medium,medium,low,low,low,low,medium,medium,medium,medium,medium,high,medium,low,RJ,Rural,Northern Zone
1116,Tonk,low,high,medium,low,low,medium,low,high,low,high,high,low,medium,medium,high,high,low,medium,medium,medium,medium,high,high,low,low,high,high,medium,RJ,Rural,Northern Zone
1118,Bundi,low,high,medium,low,low,medium,low,low,low,high,medium,low,low,low,high,medium,low,low,low,low,medium,high,medium,low,low,high,high,high,RJ,Rural,Northern Zone
1120,Bhilwara,low,medium,low,low,low,medium,low,medium,low,high,medium,medium,medium,medium,medium,medium,low,medium,medium,low,medium,medium,high,medium,low,high,medium,high,RJ,Rural,Northern Zone
1122,Rajsamand,low,low,low,low,medium,low,low,low,low,high,medium,medium,medium,low,medium,medium,low,low,low,low,medium,high,high,medium,low,high,high,medium,RJ,Rural,Northern Zone
1124,Dungarpur,low,low,medium,medium,medium,low,low,low,medium,medium,high,low,medium,low,medium,medium,low,low,low,low,high,high,medium,low,low,high,high,high,RJ,Rural,Northern Zone
1126,Banswara,low,high,medium,low,low,low,low,low,low,medium,medium,low,medium,low,high,low,low,medium,low,low,high,high,high,low,low,high,high,high,RJ,Rural,Northern Zone
1128,Chittaurgarh,low,high,medium,low,low,high,low,low,low,high,low,high,low,low,medium,low,low,low,low,low,medium,high,high,medium,low,high,high,high,RJ,Rural,Northern Zone
1130,Kota,high,low,high,high,high,medium,high,high,high,low,high,low,medium,high,high,high,low,low,low,low,low,medium,medium,high,high,high,medium,high,RJ,Urban,Northern Zone
1131,Kota,low,low,medium,medium,medium,medium,low,low,low,medium,high,low,medium,low,high,medium,low,medium,low,low,medium,high,high,medium,low,high,high,high,RJ,Rural,Northern Zone
1133,Baran,low,low,medium,low,medium,medium,low,medium,low,high,high,low,medium,low,high,medium,medium,medium,low,low,high,high,high,low,low,high,high,high,RJ,Rural,Northern Zone
1135,Jhalawar,low,low,low,medium,medium,medium,low,low,low,high,high,low,low,medium,high,high,medium,low,low,low,medium,high,high,low,low,high,high,medium,RJ,Rural,Northern Zone
1137,Udaipur,low,high,low,low,low,low,low,medium,low,high,low,medium,medium,low,low,low,low,low,low,low,high,high,high,low,low,high,high,high,RJ,Rural,Northern Zone
1139,Pratapgarh,low,low,low,low,low,medium,low,low,low,high,high,low,low,medium,high,medium,medium,low,low,low,high,high,medium,low,low,high,high,high,RJ,Rural,Northern Zone
1141,North District,high,high,high,high,high,high,high,medium,medium,low,medium,high,high,high,high,high,high,high,high,high,low,low,low,high,high,medium,low,medium,SK,Rural,Eastern Zone
1143,West District,high,low,medium,high,high,high,high,high,medium,low,high,medium,high,high,high,high,high,high,high,high,medium,low,low,high,high,medium,low,medium,SK,Rural,Eastern Zone
1147,East District,high,low,high,high,high,high,high,high,high,low,low,high,high,high,high,high,high,high,high,high,low,low,low,high,high,medium,low,low,SK,Urban,Eastern Zone
1148,East District,high,low,high,high,high,high,high,high,medium,low,low,high,medium,high,high,high,high,high,high,high,low,low,low,high,high,low,low,low,SK,Rural,Eastern Zone
1150,Adilabad,low,low,low,low,medium,medium,low,low,low,high,medium,low,high,high,low,high,high,low,medium,low,medium,high,high,medium,low,high,high,high,TG,Rural,Southern Zone
1152,Nizamabad,low,low,medium,medium,high,medium,low,low,medium,high,medium,low,high,high,high,medium,high,low,medium,medium,medium,high,medium,medium,high,high,medium,medium,TG,Rural,Southern Zone
1156,Medak,low,medium,medium,medium,medium,medium,low,medium,medium,high,medium,low,medium,medium,high,high,high,medium,medium,medium,low,high,medium,medium,medium,high,high,medium,TG,Rural,Southern Zone
1158,Hyderabad,high,low,medium,high,high,high,high,medium,high,low,high,medium,high,high,high,high,high,medium,high,high,low,low,medium,high,high,medium,medium,low,TG,Urban,Southern Zone
1160,Rangareddy,high,low,low,medium,high,high,high,high,high,medium,high,low,high,high,high,medium,high,low,low,medium,low,low,low,high,high,low,medium,low,TG,Urban,Southern Zone
1162,Mahbubnagar,low,medium,low,low,high,low,low,low,medium,high,high,low,medium,high,medium,low,high,medium,medium,low,medium,high,high,medium,high,medium,medium,low,TG,Rural,Southern Zone
1164,Nalgonda,low,low,low,medium,high,low,low,medium,medium,high,high,low,high,medium,high,high,high,medium,low,medium,low,medium,medium,high,high,high,medium,low,TG,Rural,Southern Zone
1166,Warangal,low,medium,low,medium,high,medium,medium,medium,high,high,medium,low,high,high,high,high,high,medium,medium,medium,low,medium,medium,medium,high,medium,medium,medium,TG,Rural,Southern Zone
1168,Khammam,low,low,medium,medium,high,high,low,low,medium,high,high,low,high,high,high,medium,high,medium,medium,high,low,medium,high,high,high,high,high,high,TG,Rural,Southern Zone
1173,Chennai,high,high,low,high,high,medium,high,high,high,low,high,low,high,high,high,high,medium,medium,high,high,low,low,low,high,high,low,medium,low,TN,Urban,Southern Zone
1178,Vellore,high,medium,low,high,high,low,high,medium,high,low,high,medium,high,high,high,high,high,high,high,high,low,low,medium,high,high,low,high,medium,TN,Urban,Southern Zone
1181,Tiruvannamalai,medium,low,high,low,high,low,medium,medium,high,medium,medium,low,high,high,high,medium,high,medium,high,high,low,medium,low,high,high,medium,high,medium,TN,Rural,Southern Zone
1183,Viluppuram,medium,low,high,low,high,low,medium,low,high,medium,medium,low,high,high,high,high,medium,medium,high,high,low,medium,medium,high,high,medium,high,high,TN,Rural,Southern Zone
1185,Salem,high,medium,medium,high,high,low,high,medium,high,low,high,low,high,high,high,high,medium,high,high,high,low,low,low,high,high,medium,medium,medium,TN,Urban,Southern Zone
1194,The Nilgiris,high,high,medium,high,high,low,high,high,high,low,medium,low,high,high,high,high,high,medium,high,high,low,low,low,high,medium,medium,medium,high,TN,Urban,Southern Zone
1198,Dindigul,medium,high,high,medium,high,low,medium,medium,medium,medium,high,low,high,high,high,high,medium,high,high,high,medium,low,low,high,high,low,medium,medium,TN,Rural,Southern Zone
1201,Karur,medium,high,medium,medium,high,low,high,low,high,medium,high,low,high,high,high,high,high,high,high,high,low,medium,medium,high,high,medium,medium,medium,TN,Rural,Southern Zone
1206,Perambalur,medium,medium,medium,medium,high,low,medium,medium,high,low,medium,medium,high,high,high,medium,medium,medium,high,high,low,medium,medium,high,high,medium,high,medium,TN,Rural,Southern Zone
1208,Ariyalur,medium,low,high,low,high,low,medium,high,high,low,low,medium,high,high,high,medium,high,medium,high,high,medium,low,low,high,high,low,high,medium,TN,Rural,Southern Zone
1213,Nagapattinam,high,high,medium,medium,high,low,high,medium,high,low,high,low,high,high,high,low,medium,medium,high,high,low,medium,low,high,high,low,medium,low,TN,Rural,Southern Zone
1215,Thiruvarur,high,high,high,medium,medium,low,high,high,high,low,high,medium,high,high,high,high,high,high,high,high,low,medium,medium,high,high,medium,high,medium,TN,Rural,Southern Zone
1218,Thanjavur,high,low,high,medium,medium,low,high,medium,high,low,medium,low,high,high,high,high,high,medium,high,high,low,low,medium,high,high,medium,high,medium,TN,Rural,Southern Zone
1220,Pudukkottai,medium,medium,low,low,medium,low,high,medium,high,low,low,medium,high,high,high,low,medium,medium,high,high,low,medium,medium,high,high,low,medium,low,TN,Rural,Southern Zone
1235,Ramanathapuram,medium,low,low,medium,high,low,medium,high,high,low,low,high,high,high,high,low,medium,medium,high,high,low,medium,medium,high,high,medium,medium,low,TN,Rural,Southern Zone
1243,Kanniyakumari,high,high,medium,high,high,low,high,high,high,low,medium,medium,high,high,high,medium,medium,medium,high,high,low,low,low,high,high,low,low,low,TN,Urban,Southern Zone
1245,Dharmapuri,medium,medium,high,medium,high,low,medium,medium,high,medium,high,low,high,high,high,low,high,medium,medium,high,low,low,low,high,high,medium,high,high,TN,Rural,Southern Zone
1247,Krishnagiri,medium,low,high,medium,high,low,medium,medium,high,medium,high,low,high,high,high,high,medium,high,high,high,low,medium,medium,medium,high,medium,medium,high,TN,Rural,Southern Zone
1249,Coimbatore,high,low,medium,high,high,low,high,high,high,medium,high,low,high,high,high,high,medium,high,high,high,low,low,low,high,high,low,medium,low,TN,Urban,Southern Zone
1251,Tiruppur,high,high,high,medium,high,medium,high,medium,high,low,high,medium,high,high,high,high,high,high,high,high,low,low,low,high,high,medium,high,high,TN,Urban,Southern Zone
1254,West Tripura,high,high,high,high,high,high,high,high,high,medium,medium,medium,high,medium,high,medium,high,medium,medium,medium,low,low,low,high,high,medium,medium,medium,TR,Urban,North Eastern Zone
1255,West Tripura,high,low,high,high,medium,high,high,high,low,high,medium,medium,high,low,high,low,high,medium,low,medium,low,low,low,medium,high,medium,medium,medium,TR,Rural,North Eastern Zone
1257,South Tripura,high,medium,medium,high,medium,medium,high,high,low,high,medium,low,medium,low,medium,medium,high,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,high,TR,Rural,North Eastern Zone
1259,Dhalai,high,medium,low,medium,medium,high,medium,low,low,high,medium,low,medium,low,medium,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,high,TR,Rural,North Eastern Zone
1261,North Tripura,high,high,low,medium,medium,high,high,medium,low,high,medium,low,medium,low,low,low,low,high,low,low,low,high,high,low,low,low,medium,medium,TR,Rural,North Eastern Zone
1263,Saharanpur,medium,low,high,high,high,medium,medium,medium,high,low,medium,low,medium,medium,low,medium,low,low,low,low,medium,medium,medium,high,high,high,high,low,UP,Urban,Central Zone
1264,Saharanpur,medium,medium,high,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,low,low,medium,low,low,medium,medium,medium,high,high,medium,medium,high,high,medium,UP,Rural,Central Zone
1266,Muzaffarnagar,low,low,high,high,high,medium,medium,low,medium,low,medium,medium,medium,low,low,medium,low,low,medium,medium,medium,low,high,high,high,high,high,low,UP,Urban,Central Zone
1267,Muzaffarnagar,medium,low,high,medium,medium,low,medium,medium,medium,low,medium,medium,medium,medium,low,medium,low,low,high,medium,high,medium,medium,medium,low,high,high,high,UP,Rural,Central Zone
1269,Bijnor,medium,low,high,high,high,medium,high,medium,high,low,low,high,low,low,low,high,low,low,low,medium,medium,medium,medium,high,high,high,high,low,UP,Urban,Central Zone
1270,Bijnor,medium,low,high,medium,medium,medium,medium,medium,medium,low,medium,medium,low,low,medium,medium,low,low,low,low,high,medium,high,medium,low,high,medium,high,UP,Rural,Central Zone
1272,Moradabad,medium,medium,high,high,high,medium,medium,low,medium,low,medium,low,medium,low,low,low,low,low,high,high,medium,medium,low,high,high,high,medium,medium,UP,Urban,Central Zone
1273,Moradabad,low,medium,high,medium,medium,medium,low,low,low,low,medium,medium,medium,low,low,low,low,low,medium,medium,high,high,high,medium,low,high,high,medium,UP,Rural,Central Zone
1276,Rampur,low,low,high,medium,medium,medium,low,low,low,low,low,low,medium,low,low,high,low,low,medium,medium,high,high,high,medium,low,high,high,low,UP,Rural,Central Zone
1278,Jyotiba Phule Nagar,medium,high,high,high,high,medium,medium,low,medium,low,medium,medium,medium,low,low,medium,medium,low,low,medium,medium,medium,medium,high,medium,high,high,medium,UP,Urban,Central Zone
1279,Jyotiba Phule Nagar,low,medium,high,medium,medium,medium,low,medium,medium,low,medium,medium,low,low,low,high,low,low,low,low,high,high,high,medium,low,high,high,medium,UP,Rural,Central Zone
1281,Meerut,medium,low,high,high,high,medium,medium,medium,high,low,medium,low,medium,medium,low,medium,low,low,medium,medium,medium,low,medium,high,high,high,medium,low,UP,Urban,Central Zone
1282,Meerut,medium,medium,high,medium,medium,medium,medium,high,medium,low,medium,low,medium,low,medium,high,low,low,medium,medium,medium,medium,medium,high,medium,high,high,high,UP,Rural,Central Zone
1285,Baghpat,medium,low,high,high,medium,medium,medium,high,high,low,medium,low,medium,medium,medium,high,low,low,low,low,medium,medium,low,high,medium,high,high,low,UP,Rural,Central Zone
1287,Ghaziabad,high,medium,low,high,high,high,high,high,high,medium,high,low,medium,medium,low,medium,low,low,low,low,medium,low,low,high,high,medium,medium,low,UP,Urban,Central Zone
1288,Ghaziabad,medium,low,high,medium,high,medium,medium,high,medium,medium,medium,medium,low,low,low,medium,low,low,medium,medium,medium,medium,medium,high,medium,medium,high,high,UP,Rural,Central Zone
1290,Gautum Buddha Nagar,high,low,low,medium,high,high,high,high,high,medium,medium,low,medium,medium,medium,medium,low,low,medium,medium,low,low,low,high,high,high,high,low,UP,Urban,Central Zone
1291,Gautum Buddha Nagar,medium,medium,medium,medium,high,high,medium,high,medium,medium,medium,low,medium,low,low,medium,low,low,low,medium,medium,medium,medium,high,high,medium,medium,medium,UP,Rural,Central Zone
1294,Bulandshahr,medium,medium,high,medium,medium,medium,low,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,medium,medium,high,medium,medium,medium,high,high,UP,Rural,Central Zone
1296,Aligarh,medium,low,high,high,high,medium,medium,low,high,low,medium,low,medium,medium,low,high,low,low,medium,medium,medium,low,medium,high,high,high,medium,high,UP,Urban,Central Zone
1297,Aligarh,low,medium,high,medium,medium,low,low,low,medium,medium,low,medium,low,low,low,medium,low,low,low,low,high,medium,medium,medium,low,high,high,high,UP,Rural,Central Zone
1300,Mahamaya Nagar,medium,high,high,low,medium,medium,medium,medium,medium,high,low,medium,low,low,medium,medium,low,low,high,high,high,medium,high,medium,medium,low,low,low,UP,Rural,Central Zone
1303,Mathura,medium,medium,medium,medium,medium,medium,low,high,medium,high,medium,medium,low,low,low,medium,low,low,medium,medium,high,medium,low,medium,medium,medium,low,medium,UP,Rural,Central Zone
1305,Agra,high,medium,low,high,high,medium,medium,medium,high,low,medium,low,medium,medium,medium,medium,low,low,medium,medium,medium,low,medium,high,high,low,low,medium,UP,Urban,Central Zone
1306,Agra,low,high,medium,low,medium,low,low,high,medium,medium,medium,medium,low,low,medium,medium,low,low,low,low,high,medium,medium,medium,medium,medium,medium,low,UP,Rural,Central Zone
1308,Firozabad,medium,low,medium,high,high,medium,medium,low,high,low,low,medium,medium,low,low,medium,low,low,low,low,high,medium,high,high,medium,low,low,medium,UP,Urban,Central Zone
1309,Firozabad,medium,low,high,low,medium,medium,medium,low,medium,medium,low,high,low,low,low,medium,low,low,low,low,high,medium,medium,low,medium,low,low,low,UP,Rural,Central Zone
1312,Mainpuri,medium,low,high,low,medium,medium,medium,high,medium,medium,low,high,low,low,low,medium,low,low,low,low,high,medium,high,medium,low,low,low,low,UP,Rural,Central Zone
1315,Budaun,low,medium,high,low,low,medium,low,low,low,high,low,medium,low,low,low,low,low,low,low,low,high,high,high,low,low,medium,medium,high,UP,Rural,Central Zone
1317,Bareilly,low,high,high,high,high,medium,medium,medium,medium,low,medium,low,medium,low,low,medium,low,low,low,low,medium,medium,high,high,medium,high,medium,medium,UP,Urban,Central Zone
1318,Bareilly,low,high,high,medium,medium,low,low,low,low,medium,medium,low,medium,low,low,low,low,low,medium,medium,high,high,high,medium,low,high,medium,medium,UP,Rural,Central Zone
1321,Pilibhit,low,medium,high,medium,medium,low,low,low,low,low,medium,medium,medium,low,low,high,low,low,low,low,high,high,high,medium,low,high,high,medium,UP,Rural,Central Zone
1324,Shahjahanpur,low,medium,high,low,low,low,low,low,low,high,low,high,low,low,low,medium,low,low,medium,medium,high,high,high,medium,low,high,high,medium,UP,Rural,Central Zone
1327,Kheri,low,low,high,low,low,low,low,low,low,high,low,high,low,low,low,low,low,low,medium,medium,high,high,high,low,low,low,low,medium,UP,Rural,Central Zone
1330,Sitapur,low,low,high,low,low,low,low,low,low,high,low,high,low,low,low,low,low,medium,low,low,high,high,high,low,low,medium,low,medium,UP,Rural,Central Zone
1333,Hardoi,low,low,high,low,medium,low,low,low,low,medium,low,high,low,low,low,low,medium,low,low,low,high,high,high,low,low,low,low,medium,UP,Rural,Central Zone
1336,Unnao,medium,medium,high,low,medium,low,low,low,medium,low,low,high,low,low,low,medium,low,low,low,low,high,medium,high,medium,low,low,low,medium,UP,Rural,Central Zone
1338,Lucknow,high,low,high,high,high,medium,high,high,high,low,medium,medium,medium,medium,high,medium,low,low,low,low,medium,low,low,high,high,high,medium,medium,UP,Urban,Central Zone
1339,Lucknow,medium,medium,high,medium,high,low,medium,low,medium,low,low,medium,medium,low,medium,medium,low,low,medium,medium,high,medium,medium,low,medium,high,high,low,UP,Rural,Central Zone
1342,Rae Bareli,medium,medium,high,low,medium,low,medium,medium,medium,low,low,high,low,medium,medium,medium,low,medium,low,low,medium,medium,high,low,low,medium,low,medium,UP,Rural,Central Zone
1345,Farrukhabad,medium,high,high,low,low,low,medium,high,medium,medium,low,high,low,low,low,low,low,low,medium,medium,high,medium,high,medium,medium,low,low,medium,UP,Rural,Central Zone
1348,Kannauj,medium,high,high,low,low,low,medium,medium,medium,medium,low,high,low,low,low,low,low,low,low,low,high,medium,high,medium,low,low,low,medium,UP,Rural,Central Zone
1351,Etawah,medium,low,high,low,medium,low,medium,medium,medium,medium,low,high,low,low,medium,medium,low,low,low,low,high,medium,medium,medium,low,low,low,low,UP,Rural,Central Zone
1354,Auraiya,medium,low,high,medium,medium,low,medium,medium,medium,medium,low,high,low,low,low,low,low,low,low,low,high,medium,high,low,low,high,high,high,UP,Rural,Central Zone
1357,Kanpur Dehat,medium,high,high,low,low,low,medium,high,medium,medium,low,high,low,low,medium,medium,medium,medium,medium,low,high,medium,high,low,low,medium,high,medium,UP,Rural,Central Zone
1359,Kanpur Nagar,high,low,high,high,high,high,high,medium,high,low,medium,medium,medium,medium,medium,low,low,low,low,low,high,low,medium,medium,high,high,medium,medium,UP,Urban,Central Zone
1360,Kanpur Nagar,medium,high,high,medium,medium,low,medium,medium,high,low,low,medium,low,low,medium,high,low,medium,low,low,high,medium,medium,low,medium,high,high,medium,UP,Rural,Central Zone
1363,Jalaun,medium,low,high,medium,low,low,medium,medium,medium,medium,medium,medium,low,low,medium,medium,low,medium,low,low,high,medium,medium,low,low,high,high,high,UP,Rural,Central Zone
1365,Jhansi,high,low,high,high,high,medium,high,high,high,low,medium,low,medium,low,high,medium,low,low,high,high,low,low,medium,high,medium,high,medium,low,UP,Urban,Central Zone
1366,Jhansi,low,low,medium,low,low,low,low,low,medium,high,high,low,low,low,medium,medium,low,medium,high,high,medium,high,low,low,low,high,high,low,UP,Rural,Central Zone
1369,Lalitpur,low,medium,medium,low,low,low,low,medium,low,high,high,low,low,low,medium,medium,medium,medium,medium,low,medium,medium,high,low,low,high,medium,low,UP,Rural,Central Zone
1372,Hamirpur,low,medium,high,medium,low,low,medium,medium,medium,medium,medium,high,low,low,medium,low,medium,medium,low,low,medium,high,high,low,low,medium,medium,high,UP,Rural,Central Zone
1375,Mahoba,low,medium,medium,medium,low,low,low,low,medium,medium,medium,low,low,low,high,high,low,medium,low,low,high,high,high,low,low,high,high,low,UP,Rural,Central Zone
1378,Banda,low,low,high,low,low,low,low,medium,medium,medium,low,medium,low,low,medium,low,low,medium,low,low,high,medium,medium,low,low,medium,medium,medium,UP,Rural,Central Zone
1381,Chitrakoot,low,medium,medium,low,low,low,low,low,low,high,medium,high,low,medium,medium,medium,low,medium,high,high,high,high,high,low,low,high,high,high,UP,Rural,Central Zone
1384,Fatehpur,low,low,high,low,low,medium,medium,low,medium,low,low,high,low,low,low,low,low,low,low,low,high,high,medium,low,low,low,low,medium,UP,Rural,Central Zone
1387,Pratapgarh,medium,medium,medium,low,medium,medium,medium,medium,medium,low,low,high,low,low,medium,low,low,low,low,low,medium,high,medium,medium,medium,medium,medium,medium,UP,Rural,Central Zone
1390,Kaushambi,low,high,medium,low,medium,low,low,low,low,medium,low,high,low,low,medium,low,low,low,low,low,high,high,high,low,medium,high,medium,medium,UP,Rural,Central Zone
1393,Allahabad,low,medium,medium,low,medium,medium,medium,low,high,medium,low,high,low,medium,low,low,medium,medium,medium,low,high,medium,high,medium,low,medium,medium,high,UP,Rural,Central Zone
1396,Bara Banki,low,high,high,low,medium,medium,low,low,medium,medium,low,high,low,low,low,low,low,low,low,low,high,high,high,medium,low,low,low,low,UP,Rural,Central Zone
1399,Faizabad,medium,medium,high,low,medium,low,medium,medium,medium,medium,low,high,low,low,medium,medium,low,low,low,low,high,high,high,medium,medium,medium,high,high,UP,Rural,Central Zone
1402,Ambedkar Nagar,medium,low,high,low,low,low,medium,high,high,low,low,high,medium,low,medium,medium,low,low,medium,medium,high,high,high,medium,medium,medium,medium,medium,UP,Rural,Central Zone
1405,Sultanpur,low,low,medium,low,low,low,medium,low,medium,medium,low,high,low,low,medium,low,low,low,low,low,high,high,high,medium,medium,high,medium,medium,UP,Rural,Central Zone
1408,Bahraich,low,high,high,low,low,low,low,low,low,high,low,high,low,low,low,low,low,low,low,low,high,high,high,low,medium,high,medium,high,UP,Rural,Central Zone
