,District,1. Population (female) age 6+ years who ever attended school (%),4. Sex ratio at birth for children born in the last five years (females per 1000 males),7. Households with an improved drinking-water source1 (%),8. Households using improved sanitation facility2 (%),9. Households using clean fuel for cooking3 (%),10. Households using iodized salt (%),12. Women who are literate (%),13. Men who are literate (%),14. Women with 10 or more years of schooling (%),15. Women age 20-24 years married before age 18 years (%),19. Any modern method (%),25. Total unmet need (%),30. Mothers who had at least 4 antenatal care visits (%),32. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),40. Institutional births (%),47. Children age 12-23 months fully immunized (BCG measles and 3 doses each of polio/DPT) (%),53. Children age 9-59 months who received a vitamin A dose in last 6 months (%),62. Children under age 3 years breastfed within one hour of birth8 (%),65. Breastfeeding children age 6-23 months receiving an adequate diet9 10 (%),67. Total children age 6-23 months receiving an adequate diet9 10 (%),68. Children under 5 years who are stunted11 (%),72. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),73. Men whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),74. Women who are overweight or obese (BMI >=25.0 kg/m2) (%),75. Men who are overweight or obese (BMI >=25.0 kg/m2) (%),76. Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79. All women age 15-49 years who are anaemic (%),80. Men age 15-49 years who are anaemic (<13.0 g/dl) (%),State,Region,Zone
1030,Shahid Bhagat Singh Nagar,medium,medium,high,high,medium,high,high,high,high,low,medium,medium,high,medium,high,high,high,low,low,low,low,low,low,high,medium,high,high,high,PB,Rural,Northern Zone
1032,Fatehgarh Sahib,high,low,high,high,high,high,high,high,high,low,high,low,medium,low,high,high,high,low,low,low,low,low,low,high,medium,high,high,medium,PB,Urban,Northern Zone
1033,Fatehgarh Sahib,high,medium,high,high,medium,high,high,high,high,low,high,low,medium,medium,high,high,high,medium,low,low,low,low,low,high,high,medium,medium,medium,PB,Rural,Northern Zone
1038,Moga,medium,medium,high,high,medium,high,high,high,medium,low,high,low,high,medium,high,high,high,low,low,low,low,low,low,medium,medium,medium,medium,medium,PB,Rural,Northern Zone
1040,Firozpur,medium,medium,high,high,medium,high,medium,high,low,low,high,low,high,low,high,high,medium,low,low,low,low,low,low,medium,medium,medium,medium,medium,PB,Rural,Northern Zone
1042,Muktsar,medium,low,high,high,medium,high,medium,high,medium,low,high,low,medium,medium,high,high,high,low,low,low,medium,low,low,medium,medium,medium,medium,medium,PB,Rural,Northern Zone
1044,Faridkot,high,medium,high,high,high,high,high,high,high,low,high,low,high,medium,high,high,high,medium,low,low,medium,low,low,medium,medium,medium,medium,high,PB,Urban,Northern Zone
1045,Faridkot,medium,medium,high,high,medium,high,high,medium,medium,low,high,low,high,medium,high,high,high,medium,low,low,medium,low,low,medium,low,medium,medium,high,PB,Rural,Northern Zone
1050,Mansa,medium,medium,high,high,low,high,medium,high,medium,low,high,low,medium,medium,high,high,medium,low,low,low,low,low,medium,medium,low,medium,medium,medium,PB,Rural,Northern Zone
1052,Patiala,high,medium,high,high,high,high,high,high,high,low,high,low,medium,medium,high,high,high,low,medium,low,low,low,low,high,high,medium,medium,low,PB,Urban,Northern Zone
1053,Patiala,medium,low,high,high,medium,high,high,high,medium,low,high,low,medium,medium,high,high,high,medium,low,low,low,low,low,high,high,medium,medium,medium,PB,Rural,Northern Zone
1056,Amritsar,medium,medium,high,high,medium,high,medium,medium,medium,low,high,low,high,medium,high,high,medium,low,low,low,low,low,low,medium,medium,medium,medium,low,PB,Rural,Northern Zone
1058,Tarn Taran,medium,medium,high,high,medium,high,high,medium,medium,low,high,low,medium,high,high,high,high,low,low,low,low,low,medium,medium,medium,medium,medium,medium,PB,Rural,Northern Zone
1060,Rupnagar,high,medium,high,high,medium,high,high,high,high,low,high,low,high,medium,high,high,high,low,low,low,low,low,medium,high,low,high,high,medium,PB,Rural,Northern Zone
1062,Sahibzada Ajit Singh Nagar,high,low,high,high,high,high,high,high,high,low,medium,low,high,high,high,high,medium,medium,low,low,low,low,low,high,high,medium,medium,low,PB,Urban,Northern Zone
1063,Sahibzada Ajit Singh Nagar,high,medium,high,high,medium,high,high,high,medium,low,high,low,high,medium,high,high,high,low,low,low,low,low,medium,high,medium,high,high,medium,PB,Rural,Northern Zone
1065,Sangrur,medium,low,high,high,medium,high,medium,high,medium,low,high,low,medium,medium,high,high,medium,low,low,low,low,low,low,medium,medium,medium,medium,low,PB,Rural,Northern Zone
1070,Ganganagar,medium,low,high,high,low,high,medium,high,low,low,high,low,medium,medium,high,high,medium,low,low,low,low,medium,low,medium,medium,medium,medium,low,RJ,Rural,Northern Zone
1072,Hanumangarh,medium,medium,high,medium,low,high,medium,medium,low,medium,high,low,low,low,high,medium,medium,low,low,low,medium,medium,low,low,low,medium,medium,low,RJ,Rural,Northern Zone
1074,Bikaner,medium,medium,high,high,high,high,high,high,medium,low,high,low,medium,low,high,medium,low,low,low,low,low,low,medium,medium,medium,medium,medium,low,RJ,Urban,Northern Zone
1075,Bikaner,medium,medium,high,medium,low,high,medium,medium,low,medium,high,low,low,low,medium,medium,low,low,low,low,medium,medium,medium,low,low,medium,medium,low,RJ,Rural,Northern Zone
1077,Churu,low,low,high,high,low,high,medium,medium,low,medium,medium,medium,low,low,high,medium,low,medium,low,low,medium,medium,medium,low,low,medium,medium,low,RJ,Rural,Northern Zone
1079,Jhunjhunun,medium,medium,high,medium,medium,high,medium,high,medium,medium,high,medium,medium,medium,high,high,medium,low,low,low,medium,medium,medium,low,low,medium,medium,low,RJ,Rural,Northern Zone
1081,Alwar,medium,low,high,low,low,high,medium,high,low,medium,high,low,low,low,high,medium,medium,low,low,low,medium,medium,low,low,medium,medium,medium,low,RJ,Rural,Northern Zone
1083,Bharatpur,low,medium,high,low,low,high,low,high,low,medium,medium,medium,low,low,high,medium,low,low,low,low,medium,medium,medium,low,low,medium,medium,low,RJ,Rural,Northern Zone
1085,Dhaulpur,medium,low,high,low,low,medium,medium,high,low,medium,medium,medium,low,low,high,medium,medium,low,low,low,high,medium,medium,low,low,medium,medium,low,RJ,Rural,Northern Zone
1087,Karauli,low,low,high,low,low,medium,low,high,low,high,medium,medium,low,low,high,medium,medium,medium,low,low,medium,medium,high,low,low,medium,medium,low,RJ,Rural,Northern Zone
1089,Sawai Madhopur,low,low,high,low,low,medium,low,high,low,high,medium,medium,low,low,high,medium,medium,low,low,low,medium,medium,medium,low,low,medium,medium,low,RJ,Rural,Northern Zone
1091,Dausa,medium,medium,high,low,low,high,medium,high,low,medium,medium,medium,low,low,high,medium,low,low,low,low,medium,medium,medium,low,low,medium,low,low,RJ,Rural,Northern Zone
1093,Jaipur,high,low,high,high,high,high,high,high,medium,low,high,medium,high,medium,high,medium,medium,low,low,low,medium,low,low,medium,medium,medium,low,low,RJ,Urban,Northern Zone
1094,Jaipur,medium,medium,high,medium,low,high,medium,high,low,medium,high,low,medium,low,high,medium,medium,low,low,low,medium,medium,medium,low,low,medium,low,low,RJ,Rural,Northern Zone
1096,Sikar,medium,medium,high,medium,low,high,medium,high,low,medium,high,medium,medium,low,high,medium,medium,low,low,low,low,medium,medium,low,low,medium,low,low,RJ,Rural,Northern Zone
1098,Nagaur,low,low,medium,medium,low,high,medium,medium,low,medium,medium,medium,medium,low,high,medium,medium,low,low,low,medium,medium,low,low,low,medium,medium,low,RJ,Rural,Northern Zone
1100,Jodhpur,medium,medium,high,high,high,high,high,high,medium,low,high,low,medium,low,high,medium,medium,medium,low,low,medium,low,low,medium,medium,medium,medium,low,RJ,Urban,Northern Zone
1101,Jodhpur,low,low,medium,low,low,medium,low,high,low,medium,medium,low,low,low,medium,low,medium,low,low,low,medium,medium,medium,low,low,high,medium,low,RJ,Rural,Northern Zone
1103,Jaisalmer,low,low,medium,low,low,high,low,medium,low,high,medium,medium,low,low,medium,medium,low,low,low,low,medium,medium,medium,low,low,medium,medium,low,RJ,Rural,Northern Zone
1105,Barmer,low,medium,medium,low,low,medium,low,medium,low,high,medium,medium,low,low,medium,low,low,low,low,low,medium,medium,medium,low,low,medium,medium,medium,RJ,Rural,Northern Zone
1107,Jalor,low,low,high,medium,low,high,low,medium,low,medium,medium,medium,low,low,high,low,low,low,low,low,medium,medium,medium,low,low,high,high,medium,RJ,Rural,Northern Zone
1109,Sirohi,low,medium,high,medium,low,high,low,medium,low,medium,medium,medium,low,low,high,medium,low,low,low,low,medium,medium,medium,low,low,high,high,high,RJ,Rural,Northern Zone
1111,Pali,low,medium,high,medium,low,high,medium,high,low,medium,medium,low,medium,low,high,medium,low,low,low,low,medium,high,medium,low,low,medium,medium,low,RJ,Rural,Northern Zone
1113,Ajmer,high,low,high,high,high,high,high,high,medium,low,high,low,medium,low,high,high,low,low,low,low,low,medium,low,medium,medium,medium,medium,low,RJ,Urban,Northern Zone
1114,Ajmer,medium,low,high,medium,low,high,medium,medium,low,high,high,low,medium,low,high,medium,low,low,low,low,medium,medium,medium,low,low,high,medium,low,RJ,Rural,Northern Zone
1116,Tonk,low,medium,high,low,low,high,low,high,low,high,high,low,medium,low,high,high,low,medium,low,low,medium,medium,medium,low,low,high,high,medium,RJ,Rural,Northern Zone
1118,Bundi,low,medium,high,low,low,high,low,medium,low,medium,medium,low,low,low,high,medium,medium,low,low,low,medium,medium,medium,low,low,high,high,medium,RJ,Rural,Northern Zone
1120,Bhilwara,low,medium,high,low,low,high,low,high,low,high,medium,medium,medium,medium,high,medium,medium,low,low,low,medium,medium,medium,low,low,high,medium,medium,RJ,Rural,Northern Zone
1122,Rajsamand,low,low,high,low,low,high,medium,medium,low,high,medium,medium,medium,low,high,medium,low,low,low,low,medium,medium,medium,low,low,high,high,medium,RJ,Rural,Northern Zone
1124,Dungarpur,low,low,high,low,low,high,medium,medium,low,medium,high,low,medium,low,high,medium,low,low,low,low,medium,high,medium,low,low,high,high,medium,RJ,Rural,Northern Zone
1126,Banswara,low,medium,high,low,low,medium,low,medium,low,medium,medium,low,medium,low,high,medium,medium,medium,low,low,high,medium,medium,low,low,high,high,high,RJ,Rural,Northern Zone
1128,Chittaurgarh,low,medium,high,low,low,high,low,medium,low,high,medium,medium,low,low,high,medium,low,low,low,low,medium,medium,medium,low,low,high,high,medium,RJ,Rural,Northern Zone
1130,Kota,high,low,high,medium,high,high,high,high,medium,low,high,low,medium,medium,high,high,medium,low,low,low,medium,medium,medium,medium,medium,high,medium,medium,RJ,Urban,Northern Zone
1131,Kota,medium,low,high,low,low,high,medium,medium,low,medium,high,low,medium,low,high,high,low,low,low,low,medium,medium,high,low,low,high,high,medium,RJ,Rural,Northern Zone
1133,Baran,low,low,high,low,low,high,medium,high,low,medium,high,low,medium,low,high,medium,medium,medium,low,low,medium,medium,medium,low,low,high,high,medium,RJ,Rural,Northern Zone
1135,Jhalawar,low,low,high,low,low,high,low,medium,low,medium,high,low,low,low,high,high,medium,low,low,low,medium,medium,medium,low,low,high,medium,medium,RJ,Rural,Northern Zone
1137,Udaipur,low,medium,medium,low,low,medium,low,medium,low,medium,medium,low,medium,low,high,medium,low,low,low,low,high,high,high,low,low,high,high,medium,RJ,Rural,Northern Zone
1139,Pratapgarh,low,low,high,low,low,high,low,medium,low,medium,medium,low,low,medium,high,medium,medium,low,low,low,medium,high,medium,low,low,high,high,medium,RJ,Rural,Northern Zone
1141,North District,high,medium,high,high,medium,high,high,high,medium,low,medium,medium,high,high,high,high,high,medium,medium,medium,low,low,low,medium,high,medium,medium,medium,SK,Rural,Eastern Zone
1143,West District,high,low,high,high,medium,high,high,high,medium,low,high,medium,high,high,high,high,high,high,medium,medium,medium,low,low,medium,medium,medium,medium,low,SK,Rural,Eastern Zone
1147,East District,high,low,high,high,high,high,high,high,medium,low,medium,high,high,medium,high,high,high,medium,medium,medium,low,low,low,high,high,medium,low,low,SK,Urban,Eastern Zone
1148,East District,medium,low,high,high,medium,high,high,high,medium,low,medium,high,medium,medium,high,high,high,medium,high,high,low,low,low,medium,medium,medium,medium,low,SK,Rural,Eastern Zone
1150,Adilabad,low,low,high,low,low,high,low,medium,low,medium,medium,low,high,medium,medium,high,high,low,low,low,medium,high,medium,low,low,high,high,medium,TG,Rural,Southern Zone
1152,Nizamabad,low,low,high,medium,medium,high,medium,medium,low,medium,medium,low,high,medium,high,medium,high,low,low,low,medium,medium,medium,low,medium,high,medium,medium,TG,Rural,Southern Zone
1156,Medak,low,medium,high,medium,medium,high,medium,medium,medium,medium,medium,low,medium,medium,high,high,high,medium,low,low,medium,medium,medium,low,low,high,medium,medium,TG,Rural,Southern Zone
1158,Hyderabad,high,low,high,high,high,high,high,high,high,low,high,low,high,high,high,high,high,medium,high,medium,low,low,medium,high,medium,medium,medium,low,TG,Urban,Southern Zone
1160,Rangareddy,high,low,high,medium,high,high,high,high,high,low,high,low,high,medium,high,medium,high,low,low,low,low,low,low,high,medium,medium,medium,low,TG,Urban,Southern Zone
1162,Mahbubnagar,low,low,medium,low,medium,medium,low,medium,low,high,high,low,medium,medium,high,medium,high,low,low,low,medium,medium,medium,low,medium,high,medium,low,TG,Rural,Southern Zone
1164,Nalgonda,low,low,medium,medium,medium,high,medium,medium,medium,medium,high,low,high,medium,high,high,high,low,low,low,medium,medium,medium,medium,medium,high,medium,low,TG,Rural,Southern Zone
1166,Warangal,medium,medium,medium,low,medium,high,medium,high,medium,medium,medium,low,high,high,high,high,high,low,low,low,low,medium,medium,medium,medium,medium,medium,low,TG,Rural,Southern Zone
1168,Khammam,medium,low,high,medium,medium,high,medium,medium,medium,medium,high,low,high,high,high,medium,high,medium,low,low,medium,medium,medium,medium,medium,high,high,medium,TG,Rural,Southern Zone
1173,Chennai,high,high,high,high,high,high,high,high,high,low,high,low,high,high,high,high,medium,medium,medium,low,medium,low,low,high,medium,medium,medium,low,TN,Urban,Southern Zone
1178,Vellore,high,low,high,high,high,high,high,high,high,low,high,low,high,high,high,high,high,high,high,high,medium,low,medium,high,medium,medium,high,low,TN,Urban,Southern Zone
1181,Tiruvannamalai,medium,low,high,low,medium,low,medium,high,medium,low,medium,low,high,medium,high,medium,high,medium,medium,medium,low,low,low,medium,medium,medium,high,medium,TN,Rural,Southern Zone
1183,Viluppuram,medium,low,high,low,medium,medium,medium,medium,medium,low,medium,low,high,high,high,high,high,medium,medium,high,medium,medium,medium,medium,medium,medium,high,medium,TN,Rural,Southern Zone
1185,Salem,high,medium,high,medium,high,high,high,medium,high,low,medium,low,high,high,high,high,medium,medium,medium,medium,low,low,low,high,high,medium,medium,medium,TN,Urban,Southern Zone
1194,The Nilgiris,high,medium,high,medium,high,high,high,high,high,low,medium,low,high,medium,high,high,high,medium,high,high,medium,low,low,medium,low,medium,medium,medium,TN,Urban,Southern Zone
1198,Dindigul,medium,medium,high,low,medium,medium,medium,high,medium,low,high,low,high,high,high,high,medium,high,high,high,medium,low,low,medium,medium,medium,medium,medium,TN,Rural,Southern Zone
1201,Karur,medium,medium,high,low,high,high,high,medium,medium,medium,high,low,high,high,high,high,high,medium,medium,medium,low,low,medium,medium,medium,medium,medium,low,TN,Rural,Southern Zone
1206,Perambalur,medium,low,high,low,medium,medium,medium,high,medium,low,medium,medium,high,high,high,medium,medium,low,high,high,low,low,medium,medium,medium,medium,high,medium,TN,Rural,Southern Zone
1208,Ariyalur,medium,low,high,low,medium,low,medium,high,medium,low,medium,low,high,medium,high,medium,high,medium,medium,high,medium,low,low,medium,medium,medium,medium,medium,TN,Rural,Southern Zone
1213,Nagapattinam,high,medium,high,low,medium,medium,high,high,medium,low,high,low,high,medium,high,medium,medium,medium,low,medium,low,medium,low,medium,medium,medium,medium,low,TN,Rural,Southern Zone
1215,Thiruvarur,high,medium,high,medium,low,low,high,high,medium,low,high,medium,high,high,high,high,high,medium,high,high,low,medium,medium,medium,medium,medium,medium,low,TN,Rural,Southern Zone
1218,Thanjavur,medium,low,high,low,low,medium,high,high,medium,low,medium,low,high,high,high,high,high,medium,high,high,low,low,medium,medium,medium,medium,high,medium,TN,Rural,Southern Zone
1220,Pudukkottai,medium,medium,high,low,low,medium,high,high,medium,low,medium,low,high,high,high,medium,medium,medium,medium,high,low,medium,medium,medium,medium,medium,medium,low,TN,Rural,Southern Zone
1235,Ramanathapuram,medium,low,high,low,medium,low,high,high,medium,low,low,medium,medium,medium,high,medium,medium,medium,high,high,low,medium,low,medium,medium,medium,medium,low,TN,Rural,Southern Zone
1243,Kanniyakumari,high,medium,high,high,medium,high,high,high,high,low,medium,medium,high,high,high,medium,medium,medium,high,high,low,low,low,high,medium,medium,medium,low,TN,Urban,Southern Zone
1245,Dharmapuri,medium,low,high,low,high,medium,medium,high,medium,medium,medium,low,high,medium,high,medium,high,medium,low,medium,low,low,low,medium,medium,medium,high,medium,TN,Rural,Southern Zone
1247,Krishnagiri,medium,low,high,low,medium,medium,medium,medium,medium,medium,high,low,high,high,high,high,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,medium,TN,Rural,Southern Zone
1249,Coimbatore,high,low,high,medium,high,high,high,high,high,low,high,low,high,high,high,high,medium,medium,medium,high,low,low,low,high,high,medium,medium,low,TN,Urban,Southern Zone
1251,Tiruppur,high,medium,high,medium,high,high,high,high,medium,low,high,low,high,high,high,high,high,medium,medium,high,low,low,low,medium,medium,medium,high,medium,TN,Urban,Southern Zone
1254,West Tripura,high,high,high,high,high,high,high,high,medium,low,medium,low,high,low,high,medium,high,medium,low,low,low,low,low,medium,medium,medium,medium,low,TR,Urban,North Eastern Zone
1255,West Tripura,high,low,high,high,low,high,high,high,low,medium,medium,medium,medium,low,high,medium,high,medium,low,low,low,low,low,low,medium,medium,medium,medium,TR,Rural,North Eastern Zone
1257,South Tripura,high,medium,high,medium,low,high,high,high,low,medium,medium,low,medium,low,high,medium,high,medium,low,low,low,low,low,low,low,medium,medium,medium,TR,Rural,North Eastern Zone
1259,Dhalai,medium,low,medium,medium,low,high,medium,medium,low,medium,medium,low,medium,low,high,medium,medium,medium,low,low,medium,low,low,low,low,medium,medium,medium,TR,Rural,North Eastern Zone
1261,North Tripura,high,medium,medium,medium,low,high,high,medium,low,medium,medium,low,medium,low,medium,medium,medium,medium,low,low,low,medium,medium,low,low,medium,medium,low,TR,Rural,North Eastern Zone
1263,Saharanpur,medium,low,high,medium,high,high,medium,high,medium,low,medium,low,medium,low,medium,medium,low,low,low,low,medium,low,medium,high,medium,high,high,low,UP,Urban,Central Zone
1264,Saharanpur,medium,medium,high,medium,low,high,medium,medium,low,low,medium,low,medium,low,medium,medium,medium,low,low,low,medium,medium,medium,low,low,high,high,medium,UP,Rural,Central Zone
1266,Muzaffarnagar,medium,low,high,medium,high,high,medium,medium,medium,low,medium,low,medium,low,medium,medium,low,low,low,low,medium,low,medium,medium,medium,high,high,low,UP,Urban,Central Zone
1267,Muzaffarnagar,medium,low,high,medium,low,high,medium,high,medium,low,medium,low,medium,low,medium,medium,low,low,low,low,medium,medium,medium,medium,low,high,high,medium,UP,Rural,Central Zone
1269,Bijnor,medium,low,high,high,high,high,high,high,medium,low,medium,medium,low,low,medium,high,medium,low,low,low,medium,low,medium,medium,medium,high,high,low,UP,Urban,Central Zone
1270,Bijnor,medium,low,high,medium,low,high,medium,high,low,low,medium,low,low,low,high,high,medium,low,low,low,medium,medium,high,medium,low,high,medium,medium,UP,Rural,Central Zone
1272,Moradabad,medium,low,high,medium,high,high,medium,medium,medium,low,medium,low,medium,low,medium,medium,low,low,medium,low,medium,medium,low,medium,medium,high,medium,low,UP,Urban,Central Zone
1273,Moradabad,low,medium,high,medium,low,high,low,medium,low,low,medium,low,medium,low,medium,medium,low,low,low,low,medium,medium,high,low,low,high,high,medium,UP,Rural,Central Zone
1276,Rampur,low,low,high,medium,low,high,low,low,low,low,medium,low,medium,low,medium,high,medium,low,low,low,high,medium,medium,low,low,high,medium,low,UP,Rural,Central Zone
1278,Jyotiba Phule Nagar,medium,medium,high,high,medium,high,medium,medium,medium,low,medium,low,medium,low,medium,medium,medium,low,low,low,medium,medium,medium,medium,low,high,medium,medium,UP,Urban,Central Zone
1279,Jyotiba Phule Nagar,medium,low,high,medium,low,high,medium,high,low,low,medium,low,low,low,medium,high,medium,low,low,low,medium,medium,high,low,low,high,high,medium,UP,Rural,Central Zone
1281,Meerut,medium,low,high,high,high,high,medium,high,medium,low,medium,low,medium,low,medium,medium,low,low,low,low,medium,low,medium,high,medium,high,medium,low,UP,Urban,Central Zone
1282,Meerut,medium,medium,high,medium,low,high,medium,high,medium,low,medium,low,medium,low,high,high,low,low,low,low,medium,medium,medium,medium,low,high,high,medium,UP,Rural,Central Zone
1285,Baghpat,medium,low,high,medium,low,high,medium,high,medium,low,medium,low,medium,low,high,high,medium,low,low,low,medium,medium,low,medium,low,high,high,low,UP,Rural,Central Zone
1287,Ghaziabad,high,medium,high,high,high,high,high,high,medium,low,medium,low,medium,low,high,medium,medium,low,low,low,medium,low,low,medium,medium,medium,medium,low,UP,Urban,Central Zone
1288,Ghaziabad,medium,low,high,medium,medium,high,medium,high,low,low,medium,low,low,low,medium,medium,low,low,low,low,medium,medium,medium,medium,low,medium,high,medium,UP,Rural,Central Zone
1290,Gautum Buddha Nagar,high,low,low,medium,high,high,high,high,medium,low,medium,low,medium,low,high,medium,low,low,low,low,medium,low,low,medium,medium,high,medium,low,UP,Urban,Central Zone
1291,Gautum Buddha Nagar,medium,low,high,medium,medium,high,medium,high,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,medium,low,medium,medium,medium,medium,medium,medium,UP,Rural,Central Zone
1294,Bulandshahr,medium,medium,high,medium,low,high,medium,high,low,low,medium,medium,low,low,medium,medium,medium,low,low,low,medium,medium,medium,low,low,medium,high,medium,UP,Rural,Central Zone
1296,Aligarh,medium,low,high,medium,high,high,medium,medium,medium,low,medium,low,medium,low,medium,high,low,low,low,low,medium,low,medium,medium,medium,high,medium,medium,UP,Urban,Central Zone
1297,Aligarh,medium,low,high,low,low,high,medium,medium,low,medium,medium,medium,low,low,medium,medium,low,low,low,low,high,medium,medium,low,low,high,medium,medium,UP,Rural,Central Zone
1300,Mahamaya Nagar,medium,medium,high,low,low,high,medium,high,medium,medium,medium,medium,low,low,high,medium,low,low,low,low,medium,medium,medium,low,low,medium,medium,low,UP,Rural,Central Zone
1303,Mathura,medium,low,high,low,low,high,medium,high,low,medium,medium,medium,low,low,medium,medium,low,low,low,low,medium,low,low,low,low,medium,medium,medium,UP,Rural,Central Zone
1305,Agra,medium,low,low,medium,high,high,medium,high,medium,low,medium,low,medium,low,high,medium,low,low,low,low,medium,low,medium,medium,medium,medium,medium,low,UP,Urban,Central Zone
1306,Agra,medium,medium,high,low,low,high,medium,high,low,medium,medium,low,low,low,high,medium,low,low,low,low,high,medium,medium,low,low,medium,medium,low,UP,Rural,Central Zone
1308,Firozabad,medium,low,high,medium,high,high,medium,medium,medium,low,medium,medium,medium,low,medium,medium,low,low,low,low,medium,low,medium,medium,low,medium,medium,low,UP,Urban,Central Zone
1309,Firozabad,medium,low,high,low,low,high,medium,medium,low,medium,medium,medium,low,low,medium,medium,low,low,low,low,medium,medium,medium,low,low,medium,low,low,UP,Rural,Central Zone
1312,Mainpuri,medium,low,high,low,low,high,medium,high,medium,low,low,high,low,low,medium,medium,low,low,low,low,medium,medium,medium,low,low,medium,low,low,UP,Rural,Central Zone
1315,Budaun,low,medium,high,low,low,high,low,medium,low,medium,low,medium,low,low,medium,medium,low,low,low,low,high,medium,high,low,low,medium,medium,medium,UP,Rural,Central Zone
1317,Bareilly,medium,medium,high,high,high,high,medium,medium,medium,low,medium,low,medium,low,medium,medium,low,low,low,low,medium,medium,medium,medium,low,high,medium,medium,UP,Urban,Central Zone
1318,Bareilly,low,medium,high,medium,low,high,low,medium,low,low,medium,low,medium,low,medium,medium,low,low,low,low,high,medium,high,low,low,high,medium,medium,UP,Rural,Central Zone
1321,Pilibhit,medium,low,high,low,low,medium,medium,medium,low,low,medium,low,medium,low,medium,high,low,low,low,low,high,medium,high,low,low,high,medium,medium,UP,Rural,Central Zone
1324,Shahjahanpur,medium,medium,high,low,low,high,low,medium,low,medium,low,medium,low,low,medium,medium,low,low,low,low,high,medium,high,low,low,high,high,medium,UP,Rural,Central Zone
1327,Kheri,medium,low,high,low,low,medium,low,medium,low,medium,low,high,low,low,medium,medium,low,low,low,low,high,high,high,low,low,medium,medium,medium,UP,Rural,Central Zone
1330,Sitapur,medium,low,high,low,low,high,low,medium,low,medium,medium,medium,low,low,medium,medium,medium,low,low,low,high,high,high,low,low,medium,medium,medium,UP,Rural,Central Zone
1333,Hardoi,medium,low,high,low,low,medium,medium,medium,low,low,low,high,low,low,medium,low,medium,low,low,low,high,medium,high,low,low,medium,low,low,UP,Rural,Central Zone
1336,Unnao,medium,medium,high,low,low,high,medium,medium,low,low,low,medium,low,low,medium,medium,medium,low,low,low,high,medium,high,low,low,medium,medium,low,UP,Rural,Central Zone
1338,Lucknow,high,low,high,high,high,high,high,high,high,low,medium,medium,medium,low,high,medium,low,low,low,low,medium,low,low,medium,medium,high,medium,medium,UP,Urban,Central Zone
1339,Lucknow,medium,medium,high,low,medium,high,medium,medium,medium,low,medium,medium,medium,low,high,medium,low,low,low,low,medium,medium,medium,low,low,high,high,low,UP,Rural,Central Zone
1342,Rae Bareli,medium,medium,high,low,low,medium,medium,high,low,low,low,medium,low,low,high,medium,medium,low,low,low,medium,medium,medium,low,low,medium,medium,medium,UP,Rural,Central Zone
1345,Farrukhabad,medium,medium,high,low,low,high,medium,high,low,medium,low,medium,low,low,medium,medium,low,low,low,low,high,medium,medium,low,low,low,low,low,UP,Rural,Central Zone
1348,Kannauj,medium,medium,high,low,low,high,medium,medium,low,low,low,medium,low,low,medium,medium,low,low,low,low,high,medium,high,low,low,medium,low,low,UP,Rural,Central Zone
1351,Etawah,medium,low,high,low,low,high,medium,high,medium,medium,low,medium,low,low,high,medium,low,low,low,low,high,medium,medium,low,low,medium,low,low,UP,Rural,Central Zone
1354,Auraiya,medium,low,high,low,low,medium,medium,high,medium,low,low,medium,low,low,medium,medium,medium,low,low,low,medium,medium,medium,low,low,high,high,high,UP,Rural,Central Zone
1357,Kanpur Dehat,medium,medium,high,low,low,high,medium,high,medium,low,low,medium,low,low,high,medium,medium,low,low,low,medium,medium,high,low,low,medium,high,medium,UP,Rural,Central Zone
1359,Kanpur Nagar,high,low,high,high,high,high,high,high,high,low,medium,low,medium,medium,high,low,low,low,low,low,medium,low,low,medium,medium,high,medium,medium,UP,Urban,Central Zone
1360,Kanpur Nagar,medium,medium,high,low,low,high,medium,high,medium,low,medium,low,low,low,high,high,low,low,low,low,medium,medium,medium,low,low,high,high,medium,UP,Rural,Central Zone
1363,Jalaun,medium,low,high,low,low,medium,medium,high,medium,medium,medium,medium,low,low,high,medium,low,low,low,low,medium,medium,medium,low,low,high,high,medium,UP,Rural,Central Zone
1365,Jhansi,medium,low,high,high,high,high,high,high,high,low,medium,low,medium,low,high,medium,medium,low,low,low,low,low,medium,medium,low,high,medium,low,UP,Urban,Central Zone
1366,Jhansi,medium,low,high,low,low,medium,medium,medium,low,medium,high,low,low,low,high,medium,medium,medium,low,low,medium,medium,low,low,low,high,medium,low,UP,Rural,Central Zone
1369,Lalitpur,medium,medium,high,low,low,high,medium,high,low,high,high,low,low,low,high,medium,medium,medium,low,low,medium,medium,medium,low,low,high,medium,low,UP,Rural,Central Zone
1372,Hamirpur,medium,low,high,medium,low,high,medium,high,low,low,medium,medium,low,low,high,medium,medium,low,low,low,medium,medium,medium,low,low,medium,medium,medium,UP,Rural,Central Zone
1375,Mahoba,medium,medium,high,low,low,high,medium,medium,low,medium,medium,low,low,low,high,high,medium,medium,low,low,high,high,medium,low,low,high,high,low,UP,Rural,Central Zone
