,District,Households surveyed,Women age 15-49 years interviewed,Men age 15-49 years interviewed,1. Population (female) age 6+ years who ever attended school (%),3. Sex ratio of the total population (females per 1000 males),4. Sex ratio at birth for children born in the last five years (females per 1000 males),8. Households using improved sanitation facility2 (%),9. Households using clean fuel for cooking3 (%),12. Women who are literate (%),13. Men who are literate (%),14. Women with 10 or more years of schooling (%),15. Women age 20-24 years married before age 18 years (%),19. Any modern method (%),29. Mothers who had antenatal check-up in the first trimester (%),30. Mothers who had at least 4 antenatal care visits (%),31. Mothers whose last birth was protected against neonatal tetanus6 (%),32. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),33. Mothers who had full antenatal care7 (%),35. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),39. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),40. Institutional births (%),42. Home delivery conducted by skilled health personnel (out of total deliveries) (%),47. Children age 12-23 months fully immunized (BCG measles and 3 doses each of polio/DPT) (%),53. Children age 9-59 months who received a vitamin A dose in last 6 months (%),62. Children under age 3 years breastfed within one hour of birth8 (%),65. Breastfeeding children age 6-23 months receiving an adequate diet9 10 (%),67. Total children age 6-23 months receiving an adequate diet9 10 (%),68. Children under 5 years who are stunted11 (%),72. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),76. Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79. All women age 15-49 years who are anaemic (%),91. Cervix (%),92. Breast (%),93. Oral cavity (%),State,Region,Zone
912,Medak,589.0,569.0,83.0,51.3,1023.0,932.0,49.7,34.4,51.7,81.1,31.1,35.2,47.6,76.2,64.4,84.6,30.9,26.6,77.8,36.9,88.0,4.8,90.3,72.5,43.8,6.6,8.1,32.0,31.8,68.2,57.9,33.1,6.7,10.0,TG,Rural,Southern Zone
914,Hyderabad,766.0,830.0,109.0,79.8,934.0,827.0,73.2,91.6,79.8,85.9,58.4,10.5,55.5,90.4,85.8,94.4,73.1,62.6,79.0,10.6,97.2,2.6,71.3,73.9,40.8,28.5,26.1,15.7,12.9,54.9,54.0,29.6,3.9,14.0,TG,Urban,Southern Zone
916,Rangareddy,527.0,520.0,74.0,79.6,976.0,783.0,54.9,94.9,82.6,95.5,61.6,20.8,68.7,89.5,73.8,86.4,51.6,39.8,87.1,17.9,96.2,0.5,66.4,70.0,31.6,4.8,6.7,22.8,17.3,42.8,52.5,33.0,22.0,10.0,TG,Urban,Southern Zone
918,Mahbubnagar,665.0,637.0,87.0,45.5,993.0,905.0,25.4,39.4,40.8,69.2,24.1,51.6,66.1,81.1,58.8,88.8,46.9,34.4,68.8,19.8,76.4,6.2,47.2,72.9,36.4,5.3,4.8,38.1,31.1,65.8,51.1,24.1,6.4,4.5,TG,Rural,Southern Zone
920,Nalgonda,654.0,587.0,88.0,51.8,960.0,788.0,47.1,56.2,54.3,81.8,30.9,36.7,67.1,77.6,74.8,89.1,33.2,28.1,90.6,43.6,96.0,2.5,72.4,84.0,34.0,4.1,6.4,30.6,27.8,70.8,54.7,43.6,7.9,11.9,TG,Rural,Southern Zone
922,Warangal,566.0,526.0,72.0,54.1,1077.0,958.0,35.3,49.3,61.9,84.7,36.6,34.7,48.8,85.2,82.3,92.7,74.0,61.1,90.5,23.4,94.3,0.8,72.4,93.2,38.1,8.5,8.9,26.8,26.9,64.9,56.4,42.5,7.6,7.6,TG,Rural,Southern Zone
924,Khammam,619.0,609.0,81.0,55.3,1055.0,806.0,41.1,61.9,55.3,79.2,29.6,34.4,69.7,83.4,80.8,96.8,57.2,45.3,81.8,21.7,92.4,4.8,55.8,80.4,46.0,6.9,10.7,30.1,23.8,70.7,72.3,39.3,6.5,10.9,TG,Rural,Southern Zone
927,Panchkula,418.0,505.0,77.0,70.8,829.0,835.0,70.5,44.3,79.0,98.8,47.2,11.2,77.1,72.9,71.6,98.3,48.8,44.4,82.2,40.5,98.7,1.3,96.6,73.5,40.1,10.1,10.8,26.1,11.7,78.0,57.3,57.0,16.6,45.6,HR,Rural,Northern Zone
930,Ambala,418.0,531.0,80.0,75.6,831.0,773.0,85.6,48.9,85.8,96.0,54.5,6.9,75.7,74.9,61.6,100.0,48.9,40.5,64.2,19.2,95.0,1.5,95.7,78.0,57.4,15.2,13.5,24.5,13.5,66.2,70.0,57.3,17.9,29.1,HR,Rural,Northern Zone
935,Kurukshetra,594.0,730.0,115.0,70.0,904.0,837.0,84.0,49.5,79.0,92.4,42.4,12.3,71.5,74.4,62.0,93.5,32.6,15.2,82.2,46.0,92.4,3.6,91.3,83.2,43.1,7.0,10.8,32.4,10.7,63.9,55.8,46.1,29.0,58.9,HR,Rural,Northern Zone
937,Kaithal,660.0,796.0,107.0,62.6,891.0,840.0,74.9,29.8,70.6,82.4,35.9,20.6,74.3,81.6,54.9,95.9,54.9,28.8,78.4,19.7,83.1,6.5,89.2,84.7,48.1,5.7,4.7,35.8,16.4,69.7,60.6,54.1,8.1,22.4,HR,Rural,Northern Zone
939,Karnal,418.0,470.0,76.0,81.9,869.0,720.0,93.3,86.9,87.3,93.8,66.2,8.7,72.7,78.3,65.3,96.3,57.0,39.2,81.6,26.3,92.9,2.9,86.7,78.2,45.1,0.0,0.0,34.6,7.9,62.9,58.4,53.4,19.3,34.0,HR,Urban,Northern Zone
940,Karnal,418.0,520.0,86.0,68.9,886.0,948.0,84.7,38.8,74.4,84.0,37.8,8.3,72.9,81.0,62.2,98.9,58.1,39.7,86.6,24.4,92.7,4.8,92.5,83.4,56.9,7.3,9.8,43.5,15.1,80.4,70.9,59.2,16.3,37.3,HR,Rural,Northern Zone
942,Panipat,417.0,508.0,69.0,78.3,844.0,810.0,90.2,88.9,77.8,90.3,56.0,13.4,71.1,77.9,53.4,98.3,33.4,19.2,59.9,20.9,79.7,12.5,63.9,74.1,11.9,2.7,8.4,48.7,9.1,70.5,64.1,39.3,27.5,24.3,HR,Urban,Northern Zone
945,Sonipat,418.0,486.0,91.0,79.2,853.0,897.0,80.8,80.6,84.5,96.7,59.3,19.0,66.5,71.4,33.6,97.3,39.1,11.5,66.9,13.3,81.0,12.2,48.6,73.1,16.5,0.0,2.8,52.5,15.1,54.3,57.9,29.5,21.5,25.1,HR,Urban,Northern Zone
946,Sonipat,418.0,530.0,94.0,71.8,818.0,836.0,79.4,30.9,80.8,90.4,51.9,21.1,68.5,73.5,40.9,97.8,25.8,14.7,78.7,24.7,84.9,4.4,72.4,84.3,30.3,6.0,5.4,34.6,13.7,60.7,70.7,30.7,19.2,26.9,HR,Rural,Northern Zone
948,Jind,638.0,828.0,111.0,66.4,878.0,995.0,82.2,24.1,74.9,87.5,43.7,15.5,71.9,81.4,56.6,98.5,29.8,22.8,67.8,18.2,93.0,1.2,88.1,71.4,66.1,7.5,6.7,27.2,17.3,75.8,61.2,62.7,8.8,25.8,HR,Rural,Northern Zone
950,Fatehabad,682.0,903.0,137.0,63.2,916.0,961.0,85.9,25.6,69.2,90.9,34.7,17.9,70.3,88.4,59.7,96.3,43.9,24.6,74.7,39.9,91.5,4.9,86.9,64.8,52.9,11.3,10.1,30.1,23.5,73.6,66.4,42.1,30.5,39.2,HR,Rural,Northern Zone
952,Sirsa,637.0,850.0,118.0,59.8,928.0,853.0,76.9,21.8,65.2,75.0,30.2,13.1,73.2,71.5,46.4,98.2,48.1,27.4,72.1,22.8,83.0,8.0,77.6,70.7,55.7,0.0,0.0,34.5,23.2,74.0,60.4,51.8,17.7,29.6,HR,Rural,Northern Zone
955,Hisar,418.0,561.0,84.0,62.1,877.0,748.0,83.3,18.3,67.7,83.6,35.0,18.8,70.3,57.4,31.8,97.4,35.7,8.6,77.7,33.0,90.6,2.3,77.0,92.3,36.5,1.9,3.4,25.5,17.2,64.3,60.5,24.8,18.7,35.2,HR,Rural,Northern Zone
957,Bhiwani,678.0,901.0,129.0,66.3,963.0,999.0,81.3,22.9,75.1,86.0,43.1,20.7,72.2,66.1,49.9,94.3,32.0,15.1,74.5,20.2,86.6,5.3,71.0,71.1,41.4,4.5,4.2,36.8,23.4,74.4,64.3,24.3,13.1,20.3,HR,Rural,Northern Zone
959,Rohtak,416.0,483.0,85.0,77.5,904.0,807.0,79.6,74.4,80.2,88.1,56.2,26.9,66.8,71.3,49.0,94.4,30.3,19.6,73.7,31.2,85.2,4.5,57.9,66.9,53.6,5.0,6.5,38.4,13.6,72.0,53.9,28.9,9.4,20.9,HR,Urban,Northern Zone
960,Rohtak,415.0,507.0,89.0,67.2,925.0,1010.0,75.0,23.9,76.5,89.7,39.9,18.6,61.5,74.4,48.0,97.5,26.0,10.4,78.3,34.9,87.0,2.7,67.0,59.6,50.6,4.1,5.2,35.5,17.9,78.8,60.7,25.1,11.2,18.9,HR,Rural,Northern Zone
962,Jhajjar,614.0,779.0,133.0,71.0,915.0,694.0,85.6,25.9,81.9,96.3,51.9,17.4,66.1,59.4,45.7,94.2,30.2,10.1,57.5,30.8,91.2,3.4,54.6,78.2,41.2,18.5,17.4,19.0,12.2,69.8,58.8,9.0,8.2,16.7,HR,Rural,Northern Zone
964,Mahendragarh,712.0,973.0,157.0,67.8,877.0,712.0,72.0,25.8,77.1,96.2,47.2,15.9,63.8,72.9,46.1,95.9,35.4,16.9,77.0,27.3,96.3,2.6,73.3,84.8,73.8,19.4,18.4,24.7,20.1,74.9,63.7,24.2,14.6,28.3,HR,Rural,Northern Zone
966,Rewari,602.0,743.0,125.0,66.8,891.0,579.0,70.5,22.0,77.9,97.8,44.2,21.6,43.9,59.3,28.5,80.8,22.6,7.3,73.8,21.3,90.6,6.3,43.9,59.4,36.7,1.5,3.0,28.3,22.6,81.0,65.8,21.0,10.5,14.5,HR,Rural,Northern Zone
968,Gurgaon,401.0,415.0,62.0,77.7,788.0,924.0,63.9,92.3,73.1,88.8,51.9,42.3,50.7,40.8,37.9,93.9,20.4,15.7,60.6,14.9,71.9,4.9,27.3,76.6,17.9,7.6,5.6,44.3,11.0,63.0,74.6,15.8,14.3,24.1,HR,Urban,Northern Zone
969,Gurgaon,395.0,507.0,79.0,73.9,889.0,893.0,75.4,41.6,79.2,97.1,48.4,24.9,37.3,29.5,15.8,89.7,15.8,4.5,44.7,9.2,81.4,3.8,10.8,53.2,19.5,2.4,6.3,28.5,17.1,78.2,68.8,12.5,7.5,21.2,HR,Rural,Northern Zone
971,Mewat,708.0,948.0,137.0,46.6,955.0,941.0,44.6,10.6,33.6,78.3,9.3,38.3,12.9,12.1,5.6,66.8,6.9,2.2,27.0,4.2,36.9,7.6,11.0,23.5,34.9,4.6,4.6,53.0,26.9,84.2,69.9,9.0,4.6,6.2,HR,Rural,Northern Zone
973,Faridabad,612.0,747.0,95.0,76.3,808.0,631.0,79.0,89.1,76.6,96.4,43.8,21.5,26.5,49.5,33.4,89.4,20.4,11.2,61.0,17.8,73.3,10.9,51.4,50.7,56.4,11.4,13.8,28.0,13.2,75.3,52.7,13.4,9.0,14.9,HR,Urban,Northern Zone
975,Palwal,608.0,755.0,113.0,57.0,879.0,970.0,60.2,16.7,54.1,89.6,26.3,31.3,29.3,23.1,14.2,67.5,5.5,0.0,28.4,8.5,49.2,13.5,21.6,40.2,30.7,5.1,6.0,37.6,17.9,78.2,63.0,7.2,6.4,13.4,HR,Rural,Northern Zone
980,Chennai,819.0,928.0,126.0,88.7,1032.0,1531.0,82.3,96.7,90.2,96.7,70.7,12.8,60.1,61.8,78.3,80.9,70.1,51.6,67.8,30.8,100.0,0.0,86.1,60.0,40.5,16.1,13.8,30.9,9.4,44.5,53.9,20.1,13.4,7.7,TN,Urban,Southern Zone
985,Vellore,412.0,508.0,105.0,78.4,1014.0,904.0,70.9,89.7,82.0,87.4,53.9,11.6,64.1,80.8,96.4,82.5,70.0,56.3,64.6,34.2,100.0,0.0,78.1,69.7,72.1,40.5,41.1,30.1,14.3,46.8,60.4,17.9,8.8,9.6,TN,Urban,Southern Zone
986,Vellore,411.0,446.0,73.0,72.6,1060.0,1404.0,37.6,67.8,77.4,83.4,45.5,11.6,63.0,83.9,88.0,82.7,68.7,58.3,79.4,46.4,100.0,0.0,69.7,80.2,70.1,9.45931764705881,34.2,27.8,14.5,54.5,50.6,21.9,10.4,5.2,TN,Rural,Southern Zone
988,Tiruvannamalai,647.0,728.0,114.0,66.9,1014.0,825.0,21.2,57.8,69.0,87.1,40.0,22.0,49.3,51.9,83.6,62.6,54.9,33.4,67.4,41.4,95.5,2.7,58.1,84.7,49.1,22.6,28.4,24.5,19.2,57.7,61.4,24.3,20.6,32.5,TN,Rural,Southern Zone
990,Viluppuram,704.0,821.0,133.0,67.3,1032.0,777.0,25.1,53.4,67.1,71.6,40.4,21.9,48.3,58.8,80.1,75.8,62.2,46.8,64.1,21.7,99.0,0.6,71.7,67.7,45.6,17.4,32.2,31.4,19.8,57.5,63.7,32.3,23.9,15.1,TN,Rural,Southern Zone
992,Salem,411.0,487.0,92.0,78.0,976.0,955.0,59.6,83.3,82.2,80.9,56.0,9.6,53.7,76.7,82.2,89.9,67.5,54.6,70.6,24.8,100.0,0.0,77.5,66.0,54.1,24.9,23.8,23.4,11.2,59.4,53.2,30.0,25.4,10.8,TN,Urban,Southern Zone
993,Salem,418.0,501.0,81.0,66.7,1023.0,817.0,33.2,70.0,71.4,89.4,47.4,25.9,49.4,64.8,76.1,81.7,61.3,50.7,67.7,25.2,95.8,0.7,71.3,68.4,37.6,9.45931764705881,38.8,29.5,12.8,43.9,57.1,30.6,21.8,11.3,TN,Rural,Southern Zone
998,Erode,418.0,500.0,85.0,77.5,1011.0,1100.0,71.9,94.3,78.6,89.0,55.6,21.9,65.0,64.6,69.1,61.4,62.6,40.2,79.1,42.8,100.0,0.0,77.4,66.6,84.5,9.45931764705881,31.4,21.1,9.3,45.9,45.1,22.9,13.8,5.3,TN,Urban,Southern Zone
1001,The Nilgiris,415.0,492.0,97.0,83.3,1079.0,980.0,61.3,70.7,85.8,89.1,61.5,17.3,48.9,70.8,85.8,65.0,54.9,42.6,66.7,46.3,100.0,0.0,85.4,81.5,49.4,28.8,30.8,32.0,10.4,54.8,54.3,24.5,23.0,32.1,TN,Urban,Southern Zone
1004,Dindigul,416.0,474.0,81.0,78.8,1001.0,768.0,58.1,82.2,84.2,90.2,51.9,20.2,56.8,81.0,91.7,67.1,70.6,61.1,81.1,41.1,97.7,1.6,79.4,66.1,70.9,9.45931764705881,43.9,22.3,11.2,40.2,51.9,16.5,11.6,10.0,TN,Urban,Southern Zone
1005,Dindigul,417.0,521.0,92.0,69.4,1030.0,1208.0,32.4,55.6,68.5,83.8,36.0,19.8,61.3,73.5,87.4,76.8,65.4,51.6,86.1,48.0,100.0,0.0,80.3,64.7,77.5,29.6,34.7,35.5,15.8,45.5,50.5,18.5,13.4,9.0,TN,Rural,Southern Zone
1008,Karur,408.0,490.0,71.0,69.0,1092.0,1035.0,33.2,68.3,76.7,80.4,43.0,27.6,55.7,65.8,81.2,76.9,70.6,50.3,75.0,42.6,100.0,0.0,85.6,74.3,61.2,20.9,25.6,29.7,18.8,52.2,56.4,29.2,20.3,11.7,TN,Rural,Southern Zone
1011,Tiruchirappalli,402.0,401.0,72.0,75.3,1111.0,979.0,31.4,51.7,79.6,86.9,47.1,10.2,46.4,55.5,81.3,48.6,64.8,33.2,74.3,45.6,97.7,0.6,58.8,81.0,48.9,9.45931764705881,39.4,31.3,22.3,62.6,69.2,22.2,14.0,11.2,TN,Rural,Southern Zone
1013,Perambalur,667.0,740.0,99.0,69.3,1111.0,878.0,29.9,58.0,73.1,84.6,45.3,14.7,38.5,64.4,77.5,73.4,60.5,47.1,61.8,21.0,100.0,0.0,66.5,65.9,34.0,39.8,45.6,24.3,18.5,57.1,59.2,34.0,26.8,18.3,TN,Rural,Southern Zone
1015,Ariyalur,728.0,709.0,107.0,68.5,1056.0,844.0,26.2,44.4,68.0,89.7,41.6,12.9,33.9,47.2,77.9,50.3,52.9,23.6,57.7,37.5,98.9,1.1,55.0,78.8,45.8,19.8,31.6,37.4,17.4,46.5,58.6,26.8,19.1,36.8,TN,Rural,Southern Zone
1020,Nagapattinam,625.0,735.0,116.0,75.7,1077.0,989.0,32.4,48.3,77.1,87.9,42.3,7.3,57.0,55.9,69.4,71.4,54.2,29.8,84.4,35.7,100.0,0.0,42.0,65.9,52.0,10.6,21.2,27.2,26.4,43.8,53.1,25.4,19.9,7.3,TN,Rural,Southern Zone
1022,Thiruvarur,648.0,699.0,99.0,78.6,1063.0,989.0,38.6,33.5,81.4,91.0,47.6,8.3,56.8,66.8,84.1,84.2,74.5,62.5,92.6,31.4,99.6,0.0,73.1,73.6,55.7,29.6,38.5,29.0,20.9,53.5,58.3,27.2,21.2,9.6,TN,Rural,Southern Zone
1025,Thanjavur,397.0,442.0,70.0,73.9,1041.0,830.0,33.1,33.0,78.2,84.4,45.9,12.7,47.9,76.5,91.3,65.8,72.5,53.6,63.9,31.3,98.8,0.4,70.7,73.2,50.9,27.6,30.7,26.4,18.0,52.0,60.1,24.3,11.0,5.3,TN,Rural,Southern Zone
1027,Pudukkottai,664.0,726.0,92.0,69.6,1099.0,951.0,25.0,27.7,75.2,88.0,43.9,11.3,33.7,55.9,74.1,71.4,56.8,39.7,61.1,24.9,99.6,0.0,48.6,65.8,39.9,20.7,33.9,28.0,26.0,48.0,54.0,32.6,19.2,14.5,TN,Rural,Southern Zone
1042,Ramanathapuram,383.0,393.0,42.0,71.2,1125.0,768.0,34.6,42.5,74.1,89.5,36.9,17.4,28.0,43.3,65.5,70.2,53.6,33.6,64.8,29.0,98.6,1.4,54.0,55.5,47.5,30.0,42.9,24.6,22.9,53.3,50.6,27.9,15.5,10.8,TN,Rural,Southern Zone
1048,Tirunelveli,386.0,350.0,48.0,69.5,1102.0,1061.0,37.0,64.4,72.1,91.2,37.2,7.8,34.3,43.5,73.8,55.1,43.3,24.7,57.0,31.3,100.0,0.0,51.7,63.1,55.8,9.45931764705881,33.5,31.8,19.2,61.4,63.4,29.2,15.2,11.1,TN,Rural,Southern Zone
1050,Kanniyakumari,662.0,682.0,99.0,91.8,1099.0,1046.0,86.1,60.9,95.2,91.4,75.3,4.2,43.1,51.3,81.3,61.2,68.7,39.5,74.4,18.2,99.1,0.9,55.0,63.1,42.5,34.5,42.2,15.8,12.5,38.4,45.1,17.7,13.8,12.7,TN,Urban,Southern Zone
1052,Dharmapuri,673.0,760.0,137.0,66.7,998.0,916.0,29.1,66.9,70.8,85.1,42.5,28.7,53.9,56.1,87.5,59.9,51.9,34.8,63.2,44.8,98.7,1.3,48.8,84.9,40.8,9.9,21.9,22.2,16.8,58.4,61.7,24.2,21.4,32.5,TN,Rural,Southern Zone
1054,Krishnagiri,633.0,847.0,149.0,68.1,1010.0,834.0,29.9,50.5,66.5,81.1,44.2,23.9,63.3,76.6,86.8,85.8,81.1,66.8,80.3,39.4,94.4,0.5,89.7,66.1,60.4,14.3,26.8,29.6,20.4,50.8,47.4,18.1,13.9,7.1,TN,Rural,Southern Zone
1056,Coimbatore,637.0,746.0,141.0,81.9,980.0,753.0,63.7,90.3,83.2,94.0,55.5,17.5,65.4,72.9,86.0,83.1,73.0,59.9,87.9,53.3,99.5,0.0,83.8,57.6,53.4,17.0,30.8,25.4,11.4,40.6,53.1,16.7,10.1,6.2,TN,Urban,Southern Zone
1058,Tiruppur,416.0,447.0,86.0,79.1,979.0,1065.0,57.5,94.0,80.5,85.9,47.4,16.1,61.4,83.9,90.9,84.6,69.6,58.6,84.5,51.1,100.0,0.0,90.0,88.9,61.6,19.5,41.8,29.7,10.5,50.8,59.4,16.7,7.2,9.0,TN,Urban,Southern Zone
1059,Tiruppur,417.0,436.0,84.0,68.4,1000.0,1070.0,40.8,84.2,69.7,92.3,39.0,13.0,65.8,86.1,86.1,72.5,64.5,46.8,68.3,38.4,100.0,0.0,100.0,91.5,52.3,9.45931764705881,20.4,28.6,14.4,53.8,57.2,17.7,10.5,13.4,TN,Rural,Southern Zone
1061,Sheopur,793.0,903.0,122.0,50.8,927.0,932.0,11.2,7.6,37.7,79.7,9.0,33.9,53.0,32.2,16.0,92.8,20.9,5.7,24.1,8.5,75.2,1.1,45.7,57.9,43.2,0.0,0.9,50.1,43.9,78.0,61.8,15.4,3.8,4.1,MP,Rural,Central Zone
1063,Morena,702.0,816.0,122.0,57.4,885.0,1016.0,21.8,8.8,53.9,83.8,16.1,28.6,57.2,73.0,36.0,98.2,15.4,4.0,66.0,22.4,91.9,0.5,61.4,55.8,35.6,4.2,3.9,50.5,30.1,65.6,57.4,43.8,19.2,16.2,MP,Rural,Central Zone
1065,Bhind,704.0,750.0,109.0,60.3,839.0,843.0,21.2,7.2,55.5,81.1,21.9,34.3,55.7,53.7,26.3,91.7,21.7,5.6,41.2,13.0,81.4,3.1,52.4,58.3,40.8,2.3,3.0,50.3,32.1,74.2,64.4,21.9,3.4,3.2,MP,Rural,Central Zone
1067,Gwalior,936.0,1193.0,176.0,75.9,902.0,833.0,69.2,79.4,76.2,85.5,42.8,10.3,48.2,56.5,43.0,94.7,36.1,17.1,76.4,20.0,93.8,2.2,51.4,62.2,25.8,3.3,2.4,42.1,21.0,69.5,56.1,37.0,11.1,15.7,MP,Urban,Central Zone
1068,Gwalior,950.0,1132.0,183.0,54.6,860.0,899.0,30.1,12.9,47.5,75.9,10.8,37.4,44.0,48.9,24.8,93.0,28.3,10.3,55.5,17.8,79.3,3.0,54.4,63.0,28.9,1.9,1.5,44.1,24.8,67.1,60.1,43.1,16.4,18.3,MP,Rural,Central Zone
1070,Datia,728.0,843.0,124.0,56.7,894.0,830.0,23.4,5.0,50.8,75.5,11.2,44.3,57.4,45.1,24.4,90.7,14.3,3.1,55.6,9.2,82.6,1.0,48.2,42.3,33.5,4.9,4.3,51.3,35.0,72.0,61.2,43.2,7.2,8.6,MP,Rural,Central Zone
1072,Shivpuri,770.0,904.0,153.0,51.1,908.0,1083.0,11.3,4.6,39.1,72.4,6.6,40.1,56.9,55.0,20.2,91.9,15.2,4.4,57.4,17.7,84.8,1.3,60.6,55.0,37.5,6.4,6.9,51.0,34.9,66.5,51.0,39.8,20.2,11.7,MP,Rural,Central Zone
1074,Tikamgarh,727.0,841.0,117.0,56.2,913.0,905.0,9.8,8.2,47.4,81.2,10.9,51.3,47.2,32.4,19.1,81.6,13.4,2.6,43.6,9.3,79.5,2.5,32.6,50.5,34.0,3.2,3.9,50.0,32.4,69.9,45.1,2.4,3.7,4.7,MP,Rural,Central Zone
1076,Chhatarpur,673.0,754.0,105.0,55.5,934.0,851.0,5.6,2.2,46.2,82.5,9.3,49.1,50.3,35.0,15.0,81.1,14.2,2.4,47.8,5.1,79.7,1.6,42.7,50.2,38.9,11.3,9.9,44.4,30.1,69.7,49.5,2.5,9.4,7.6,MP,Rural,Central Zone
1078,Panna,774.0,795.0,118.0,58.4,925.0,763.0,13.2,5.0,52.9,72.0,16.6,34.2,41.4,38.2,12.7,78.8,16.5,2.4,43.7,21.2,71.9,2.2,26.2,47.1,31.0,11.9,11.9,43.1,25.9,69.0,49.2,5.4,4.7,6.5,MP,Rural,Central Zone
1080,Sagar,631.0,659.0,86.0,67.9,919.0,855.0,17.3,4.1,58.4,88.0,15.9,42.6,45.0,32.1,12.9,86.9,17.7,3.0,43.7,20.7,72.9,4.8,53.0,47.3,26.0,7.7,8.0,39.7,24.9,67.8,38.5,7.2,7.5,8.8,MP,Rural,Central Zone
1082,Damoh,731.0,789.0,124.0,60.5,915.0,908.0,11.8,2.4,51.6,83.9,9.2,43.9,35.6,25.3,21.4,84.9,18.4,6.8,29.3,4.2,63.5,3.4,53.0,46.9,48.5,6.6,7.3,43.2,31.7,76.4,47.0,10.4,6.3,13.0,MP,Rural,Central Zone
1084,Satna,695.0,761.0,104.0,61.8,997.0,1022.0,19.8,7.4,61.4,89.4,17.2,39.2,50.4,49.4,17.4,86.2,14.9,5.4,52.0,24.6,80.4,3.7,49.5,58.2,33.3,4.1,3.9,44.5,25.3,73.4,48.6,5.7,7.5,6.8,MP,Rural,Central Zone
1086,Rewa,746.0,898.0,127.0,62.7,1009.0,912.0,18.3,4.0,60.7,85.1,19.1,37.1,53.6,38.2,24.0,88.0,14.8,3.8,49.4,10.7,79.7,3.2,47.8,63.1,46.3,4.7,5.2,41.3,24.1,54.9,40.4,3.1,11.0,9.3,MP,Rural,Central Zone
1088,Umaria,735.0,787.0,118.0,58.6,1009.0,1039.0,10.8,4.5,53.9,71.2,11.0,39.0,48.0,47.8,14.4,90.4,13.5,3.6,60.3,31.2,82.6,3.6,65.8,59.7,35.8,6.7,6.7,42.9,30.6,76.2,62.5,4.3,5.4,5.3,MP,Rural,Central Zone
1090,Neemuch,650.0,800.0,123.0,55.8,977.0,843.0,22.0,22.7,47.7,87.8,14.0,33.6,15.4,46.8,34.3,88.7,19.8,10.6,69.6,37.9,83.7,4.4,42.7,67.6,22.4,9.6,7.6,36.1,34.2,68.6,52.2,27.1,18.8,15.4,MP,Rural,Central Zone
1092,Mandsaur,749.0,943.0,169.0,55.4,963.0,722.0,19.7,14.0,47.4,84.7,10.9,54.5,17.0,46.6,30.8,83.5,9.0,3.5,54.9,19.2,86.6,2.8,38.9,51.9,37.9,3.4,3.1,36.3,33.6,65.7,50.0,13.9,4.4,6.0,MP,Rural,Central Zone
1094,Ratlam,652.0,731.0,112.0,51.7,981.0,946.0,17.8,14.5,41.7,82.1,8.7,51.4,26.4,53.1,29.0,85.1,16.1,6.6,54.6,18.7,81.4,2.0,43.8,62.2,8.3,8.9,7.1,50.3,38.8,77.2,56.0,21.9,12.7,10.2,MP,Rural,Central Zone
1096,Ujjain,945.0,1269.0,186.0,76.4,958.0,931.0,75.5,84.1,75.3,92.5,37.0,23.6,41.3,66.9,54.2,92.3,25.6,13.0,63.1,17.0,92.3,0.8,60.1,82.2,19.8,9.2,9.1,37.6,19.2,70.3,47.1,28.7,9.9,13.9,MP,Urban,Central Zone
1097,Ujjain,943.0,1220.0,197.0,55.5,975.0,1134.0,35.6,20.4,46.8,82.8,9.2,53.2,30.3,50.2,32.4,89.8,15.3,7.5,51.9,16.4,87.0,2.3,55.0,68.1,18.5,7.4,6.9,34.8,31.5,68.4,47.6,20.2,6.0,10.4,MP,Rural,Central Zone
1099,Shajapur,747.0,853.0,121.0,52.5,907.0,888.0,25.3,11.5,42.6,83.7,11.8,41.2,52.6,69.6,54.6,97.4,27.8,17.1,44.2,8.8,96.1,0.6,67.6,44.5,21.5,0.0,0.0,49.6,30.5,80.3,52.5,45.2,7.2,16.6,MP,Rural,Central Zone
1101,Dewas,656.0,801.0,126.0,59.0,987.0,1037.0,37.8,16.8,55.6,87.0,15.2,37.7,55.1,61.4,35.1,94.0,21.0,12.3,72.9,26.5,90.1,0.3,64.5,64.3,29.1,12.2,11.0,44.4,31.9,66.5,48.3,43.5,15.7,15.1,MP,Rural,Central Zone
1103,Dhar,746.0,992.0,146.0,50.4,1010.0,970.0,24.4,16.8,43.9,72.0,13.0,35.0,51.5,54.8,28.9,83.0,15.5,5.0,65.7,26.9,75.7,1.0,62.3,64.5,15.8,14.5,11.5,44.2,33.5,76.7,57.5,43.4,23.6,22.6,MP,Rural,Central Zone
1105,Indore,1693.0,2081.0,334.0,79.5,883.0,844.0,78.0,94.4,78.1,91.4,47.4,15.0,54.1,85.4,76.7,96.4,36.7,30.0,70.6,14.6,96.1,1.2,60.5,62.4,23.4,14.4,12.3,39.2,17.7,71.4,46.5,42.5,10.1,21.7,MP,Urban,Central Zone
